C_env,C_air,R_rc,R_oe,R_er,RMSE
742638.5078237439,307948.80840409204,0.0074644230174809,0.0381364056354881,0.0024463301783698,0.0
1688696.4825524874,757330.2441026862,0.0091274290980071,0.0249319983728918,0.0023929023878844,0.7227687026658294
1140320.754384132,425208.2639011026,0.0039748533357691,0.0438565995239048,0.0051619411865393,0.6004876071221747
4442617.443366042,329197.060907737,0.0008239728491791,0.0376874685622933,0.0052309521878662,1.3696754689998887
3713074.047610471,92651.74310390076,0.0022197047792004,0.0614821427546624,0.0064085924597363,1.0914341196533852
6754286.041312448,661359.0214966238,0.0149167791773302,0.009771614705084,0.0053140387973133,2.337284546916063
1512689.7902735667,226060.40509997116,0.0062523161815458,0.0234396332755587,0.0006488189547215,0.6059512153437526
4599651.00323316,418834.6342674287,0.000980148811571,0.0493000007863341,0.003268536214525,1.3552320169766723
4167167.149710225,537918.0639366531,0.0094239214931042,0.0166301094515936,0.0055150242177969,1.0682014896533054
5556277.711015834,380705.2526091414,0.0024181900615484,0.0471017110920315,0.0008085896197245,1.0324082097785177
2674186.4627844673,115413.48308803616,0.0060721309144824,0.0151062415251325,0.0037309471613141,0.9008068894502949
2805396.305776066,506282.78417490865,0.0058712663445468,0.0253679815252399,0.0033249127980413,0.3681841763430176
1035000.8497492136,496449.0714826176,0.0064403649492605,0.026227323106248,0.0030903252712786,0.3031257730026149
2464422.0260884427,392709.2853894644,0.0071410313447334,0.0300007436281153,0.0046200783844882,0.30333894171326004
1882631.9029921512,276372.31023131596,0.0031211602614923,0.0304214684004715,0.0074842184781006,0.6515140996746763
5134382.37653018,105878.68264240371,0.0019772824454092,0.034439023735635,0.0031848114044721,0.9634034386547758
5400488.236479837,551113.2971180106,0.0013090045765585,0.0387570467413731,0.0017568834765033,1.2045434904008043
5312572.940691015,347579.94759360806,0.0093328769875518,0.0226164011258908,0.006555536908411,0.6806620920997075
3752189.3269302584,140382.2662272716,0.0118924657071974,0.0093910458562307,0.0016938980958055,2.849133949664797
6545724.91874833,587177.9434579969,0.0069212303226283,0.0155067073620437,0.0038127080792329,0.9948627833009016
4515258.178855762,324895.5099852946,0.0076520509704193,0.0185475900487277,0.0025603238335964,0.9288345367231229
4365148.6143990075,100758.19685839876,0.0016556414024301,0.0172092169032268,0.0013768757147394,0.7877740856321678
2510822.880475985,185561.95538218517,0.0126809605285288,0.0211445281040268,0.0057772688378429,1.143839349314865
7242072.191881527,546454.5078062667,0.0067805607078119,0.037190752425813,0.0056574510224284,0.4345310943374094
2932855.320890358,487081.4023868593,0.0095563921051513,0.013263933275577,0.0040380644306196,1.547439615423939
2021076.9425036905,599763.8001226073,0.0046395005149377,0.0354806992585366,0.0059724897927552,0.47600885404344934
3786307.65309844,473843.42078483326,0.0107831790114804,0.031178446011838,0.0066401075267052,0.43669828671580946
9342393.647305766,491924.0901231241,0.0020281822985467,0.0461783895802498,0.0046696645489889,1.074223595499714
3184918.5270963754,262261.1442877316,0.012198948885802,0.0240139252747651,0.0018591609473315,0.9891644096721318
899829.2561193858,226640.02830218017,0.0054571019473733,0.0273589638294265,0.0021142829470557,0.14797303103873014
1282677.9758478408,244540.9680941337,0.00379852282699,0.0415944735380479,0.0022627475743088,0.5691124219844323
4007135.19259663,300675.1971124259,0.0081484088944111,0.0021082272672889,0.0063035914475852,3.2273351479400714
2887927.6949948627,595500.559150213,0.0097835676928156,0.0309720061693948,0.0053262687089283,0.4138818877827752
2034072.517538453,807929.306909428,0.0078123373844972,0.0075424190816597,0.0061871691073507,1.8591573043929293
1793462.9631062637,298740.0913322219,0.002985442521379,0.0398321961466066,0.0045302555991923,0.7447990354578035
4506396.012379428,271086.678300651,0.0027067176872204,0.0177030953756152,0.0064378989124083,0.5548580599802624
4038347.1337645305,508370.458933815,0.0035864721387105,0.044997425190029,0.0021742632519411,0.761138450126558
4692622.015576348,213915.10663177032,0.0100311096992427,0.0530505732352617,0.0057072729803916,0.800983081261204
2561747.7927725716,411470.2615802634,0.0044063995936073,0.0230033873245139,0.0009396252329123,0.5403456220192511
2369131.903836623,519557.03890156903,0.0043001413921238,0.0268529083009162,0.0042075037765568,0.3840500270132786
2117269.5658898465,667478.8953379751,0.0072162477713724,0.0191069434627991,0.0048649777018645,0.6965213084331873
4332223.050430885,405199.48379601375,0.0086159676196181,0.0082432102547807,0.0078517298651503,1.6390192166050432
669645.9512589565,456749.2180259245,0.0111489414045817,0.0574747156474299,0.0010313364297839,0.31719255125302576
6319827.528287053,523738.29528706445,0.0056308338998556,0.0430861321568691,0.0044682557398466,0.5446977042980131
6091071.78007533,415749.50563888566,0.0073114132440857,0.0320765210898779,0.0047655146525322,0.39197307720692853
2254796.651562677,530852.1948353756,0.0084877881251202,0.0207939868981433,0.0038803753330699,0.7740523723774538
863992.3550737672,219103.6866560465,0.0099800517526407,0.0065048062590356,0.007062956362862,2.2185020898146757
1607740.9209262214,373614.7679462547,0.0059665622735025,0.0412101532560672,0.0028898184031556,0.3125923573904067
3666122.4867645153,63409.09198234946,0.0132070345011159,0.0116557316107786,0.0090638289707179,2.756882672245546
4626994.601152084,563472.530500217,0.0108870360095182,0.0290148145951053,0.0023030368870213,0.6651263104670041
4984683.119211296,568610.6501775605,0.007841594805394,0.0286529823916787,0.0006760142599102,0.7362901344722398
3870950.31313661,191569.8107401338,0.0091655583010797,0.0519492921992505,0.0020520757630832,0.4013641794514683
4236267.080541241,713721.8787491038,0.006343255251204,0.0407918430686243,0.0042701906591788,0.483869486796399
5671771.285092292,442215.8245234667,0.0052659503905381,0.0146198317996372,0.001624784628386,1.0021566024500481
4211863.316339091,635563.7111382717,0.0117232554445941,0.0781415624930182,0.0054237235024413,0.5100126988886104
5203071.238614671,338854.5129245692,0.0087997906607212,0.0296136798319142,0.002635125332172,0.490822553806048
3604039.36145747,579828.9821216161,0.0045673114304194,0.0072150015019498,0.0036965333065566,1.5963261429662043
2765131.583976866,279170.7807075245,0.0082407927380287,0.0317032363575664,0.0044188551381167,0.42436685544419317
1666222.559371693,464975.2917379996,0.001432385010395,0.0439861250316338,0.0045984776713391,1.1703346245203412
4938223.115624107,701960.7461112405,0.0109763477564568,0.0483094847694852,0.0039518930071955,0.42033074107994756
3426486.5695778485,161387.122844245,0.0137194189999983,0.0585116418931791,0.0005209248240249,0.6191250712731521
3029211.6421368243,447538.9581266595,0.0039253244711818,0.010959202595359,0.001499939491054,1.1010838929963733
3518813.646235487,357141.7566849668,0.0005586240469114,0.0256387505260583,0.0019880824770624,1.406311575022476
5759869.4355808105,350502.11630114645,0.0089348037338901,0.0283602004659036,0.0034378198804626,0.513994621497586
2218018.311235085,398786.04005667265,0.000386364421084,0.0106854691962136,0.0049871498616305,1.3944604625477355
3118993.445914311,76126.96325182088,0.0114652309089759,0.003880729681421,0.0014425881908188,5.0764055307544185
2401913.8222287046,649837.0885970346,0.0141903116548396,0.0460107008952793,0.0025002374243557,0.4162842830813202
3379431.08210594,476563.254616958,0.0065348212028914,0.0360926514370062,0.0029963693205464,0.3707652168365939
3862546.751921996,435469.6256168511,0.0050627439882066,0.0048003733177825,0.0082331404763669,1.414387288634645
3198786.3949079365,377328.122326992,0.0049443046899844,0.0128664820908731,0.0018737203976722,1.077800281456842
6209580.662220241,174621.19213607837,0.012541420647381,0.0486690080399106,0.0011879461799862,0.5490062573171421
1817948.3213391511,315641.55549535016,0.0113333340205168,0.0422993993245947,0.0055790272306938,0.4163608810590977
3527808.935664932,320887.03077389626,0.0083982921279133,0.0141903535657101,0.0058793226660666,1.1476193121555953
3071642.7268818533,916011.3661274364,0.0076163761182923,0.0215886943266357,0.0068172892175047,0.6117989074021699
4840850.428099511,235273.3734056536,0.0031593532367124,0.0159056207695347,0.0001164950582747,0.8121739030221752
1360242.2413941587,360107.5713654108,0.0096935359334569,0.0279202271788556,0.0041413301191752,0.4976212778726562
2961501.917115043,766865.2884681884,0.0106449729523943,0.023674283139555,0.0050552101618052,0.7722977540350612
3928737.407879679,429397.1114527753,0.0070317530436554,0.033373794728191,0.0036123577281426,0.348935956956469
3301823.5291043483,737343.7424534742,0.0134488385596642,0.0532662936025197,0.0039705903095877,0.3981358545858683
5231851.572733382,198459.73562072057,0.0122719362268541,0.0622958472710931,0.004081550897599,0.6799163142857823
2345064.4885106846,460371.110575455,0.0055643051182121,0.0329820395307719,0.0003436990312503,0.6242942197245362
2740080.1694131675,152177.5659592226,0.0103936747052881,0.0508452274847432,0.0026939878991962,0.3571111417130309
5018693.483123273,289734.71247594315,0.0088596442128095,0.0244740942999165,0.0049741930986228,0.6452929951636656
7312488.180396035,241809.7856817934,0.0047541057600689,0.0202727312886361,0.0060303505192484,0.53613637958685
3347196.763441025,259643.44015100037,0.0119794204063829,0.0676342045037452,0.0031208049993499,0.4549704520755983
1051449.64060329,129853.26362059548,0.0068330450589676,0.0195926214988575,0.0075950368810934,0.9320515901714885
5975705.93440174,364415.1143155667,0.0058044171222331,0.0392662104058144,0.0048424187915604,0.5031565380603795
4119604.392579112,206233.39972940597,0.0025370435378068,0.0055031712262621,0.0070024271108049,0.6071269182054466
6920559.691111706,682953.5375902448,0.0033622903153883,0.0124043535589833,0.0090766025713233,0.4833511988585204
4761317.882907803,57983.61874692916,0.0103363040708934,0.0399714147916321,0.0082011245163991,1.8713586302140202
2175759.600176256,159706.2165868974,0.0144978574161823,0.0348231029150679,0.0028107097572344,0.5917061227313072
8058795.079164959,251471.03912773496,0.0129369486069829,0.0364594005961767,0.0027405059949397,0.5433349447756471
1261546.6695219486,170725.5488301945,0.0066086403085319,0.0179080513930772,0.0033692557284775,0.768342667628885
533205.7622358329,624151.4188469329,0.0080303253976157,0.0553907194762505,0.0035072098301307,0.31969520538227286
5521437.986783132,387287.09989859024,0.0053568928018078,0.0351713991924593,0.0035681046964847,0.47137452446542333
1922696.7176045752,288658.12081558094,0.0041729730885445,0.027213401088459,0.0072500432692967,0.4848083095753299
5893136.170576083,120486.193821345,0.0101846537457628,0.0200093776456373,0.0034826914365013,1.0494654032428767
3233228.5569585324,334081.8830373604,0.0048658090949905,0.022208720532645,0.0012065066300624,0.5430114464359163
2646843.193602392,872483.1337151076,0.0035595020973568,0.0338742296172827,0.0029273164169055,0.6509637167255959
1459120.615320892,610437.4720534317,0.0083398467749205,0.0325685992906019,0.0043085020699929,0.29619434577122616
